iter	Logloss
343	0.2187855
344	0.2186505065
345	0.2184047569
346	0.2177520544
347	0.2175483704
348	0.2173827424
349	0.2170827308
350	0.2169596224
351	0.2167967842
352	0.2165634389
353	0.2163839535
354	0.2160461322
355	0.2156746533
356	0.2153240645
357	0.2151069771
358	0.2149800281
359	0.2146745669
360	0.2142735955
361	0.213996472
362	0.2137780611
363	0.213501768
364	0.2132445614
365	0.2127908849
366	0.212482647
367	0.2122869037
368	0.2120507818
369	0.2116610728
370	0.2112102119
371	0.2108409259
372	0.2104852508
373	0.2103821112
374	0.2102240867
375	0.2099701369
376	0.2096495336
377	0.2092591889
378	0.208969739
379	0.2088134143
380	0.2083137538
381	0.2080029857
382	0.2075722623
383	0.2072828254
384	0.2070839032
385	0.20692571
386	0.2068730698
387	0.2065136708
388	0.206290018
389	0.20605496
390	0.2059159052
391	0.2055855576
392	0.2053224732
393	0.2050837562
394	0.2048685243
395	0.2045006136
396	0.2041709796
397	0.2039541906
398	0.2038726807
399	0.2036289942
400	0.2034054711
401	0.2032831413
402	0.2031036948
403	0.202897753
404	0.202598468
405	0.2023463736
406	0.2021047891
407	0.2016617392
408	0.2014707319
409	0.2012053509
410	0.2009474307
411	0.2008445376
412	0.2005443833
413	0.200188254
414	0.1998929004
415	0.1997504721
416	0.1995733871
417	0.199391657
418	0.1992695218
419	0.1992025181
420	0.1990905814
421	0.198991542
422	0.1988319086
423	0.1986385787
424	0.1983956837
425	0.198110269
426	0.1979763654
427	0.1977598359
428	0.1976432671
429	0.1975332507
430	0.1970566211
431	0.1966806139
432	0.196544258
433	0.1964062412
434	0.1963101342
435	0.1961715465
436	0.1957286394
437	0.195549128
438	0.1953648677
439	0.195041916
440	0.1949209356
441	0.1945876297
442	0.1944253623
443	0.1940085482
444	0.1937908769
445	0.193628921
446	0.1934895418
447	0.193335877
448	0.1929849897
449	0.1927893762
450	0.1924679166
451	0.1922058313
452	0.1918066505
453	0.1913406735
454	0.1911913294
455	0.1910870091
456	0.1909665997
457	0.1908123509
458	0.1907578293
459	0.1904729078
460	0.1903199047
461	0.1901851317
462	0.1900744535
463	0.1898268615
464	0.1895687337
465	0.1892379449
466	0.1891072591
467	0.1889065464
468	0.1887543088
469	0.1885699577
470	0.188347797
471	0.1880110137
472	0.18779355
473	0.187641585
474	0.1872766715
475	0.1870927616
476	0.1868164166
477	0.1866992769
478	0.18642759
479	0.186150739
480	0.1860662188
481	0.1858293572
482	0.1857049125
483	0.1856229613
484	0.1854534409
485	0.1852421533
486	0.1851320202
487	0.1849634988
488	0.1847557275
489	0.1846031656
490	0.1844495657
491	0.1841978216
492	0.1839355547
493	0.1836822925
494	0.1834506989
495	0.1832222452
496	0.1830100754
497	0.1828794414
498	0.1827331076
499	0.1825055103
500	0.1823656251
501	0.1821681302
502	0.1820392349
503	0.1818882689
504	0.1814966137
505	0.1813610492
506	0.1812359297
507	0.1810619847
508	0.180791777
509	0.1806757791
510	0.1804425895
511	0.1800054823
512	0.1796971276
513	0.1794430869
514	0.1792729436
515	0.1790850892
516	0.1789134798
517	0.1787004146
518	0.1785315689
519	0.1783434031
520	0.1780547058
521	0.177729159
522	0.1774405395
523	0.1772288498
524	0.177045394
525	0.1768973474
526	0.1765917045
527	0.1764759271
528	0.1762315659
529	0.1761344728
530	0.1760631094
531	0.1758887103
532	0.1757334625
533	0.1756126508
534	0.1753762693
535	0.1750478161
536	0.1748481802
537	0.1746689673
538	0.1745998486
539	0.1744811
540	0.1743338968
541	0.1742160564
542	0.1740942455
543	0.1739450312
544	0.1737273599
545	0.1734952602
546	0.1732763433
547	0.1731959752
548	0.1730645108
549	0.172858608
550	0.1726714413
551	0.1724545226
552	0.1723297794
553	0.1721609466
554	0.171810215
555	0.1716494658
556	0.1715211933
557	0.1711697481
558	0.1709229995
559	0.1707719556
560	0.1706055103
561	0.1704067049
562	0.1701785626
563	0.1699084587
564	0.1697551572
565	0.1696459323
566	0.1694153896
567	0.1691853659
568	0.1691362031
569	0.1689926978
570	0.1687877421
571	0.1685754426
572	0.1682867971
573	0.168179259
574	0.1679373242
575	0.1677818817
576	0.1675457857
577	0.1672789256
578	0.1670549484
579	0.1667676134
580	0.1666781497
581	0.1665082919
582	0.1664425078
583	0.1662388237
584	0.1661217099
585	0.1659671757
586	0.1657327016
587	0.1655513478
588	0.1653470669
589	0.1651858375
590	0.1651334438
591	0.1649900164
592	0.1648786506
593	0.1647527267
594	0.1645191608
595	0.1644306702
596	0.1642282447
597	0.1640052276
598	0.1639220698
599	0.1637669129
600	0.1635263145
601	0.1632457655
602	0.1630578852
603	0.1629183763
604	0.1627417584
605	0.1626535273
606	0.1624351553
607	0.162249896
608	0.1620351182
609	0.1619064954
610	0.1618009684
611	0.1616901216
612	0.1614270762
613	0.1613217698
614	0.1612664826
615	0.1609494475
616	0.160837939
617	0.1606156485
618	0.1604568585
619	0.1603618155
620	0.1602339323
621	0.1599701083
622	0.1598262657
623	0.1596298477
624	0.1595177034
625	0.1593647392
626	0.15928079
627	0.1589935199
628	0.1587212491
629	0.1584658201
630	0.1583678447
631	0.1582410903
632	0.1581279599
633	0.1580547411
634	0.1579842859
635	0.1577534189
636	0.1576504999
637	0.1575031021
638	0.1574225912
639	0.1572860796
640	0.1569863014
641	0.1568659049
642	0.1567433026
643	0.1566249692
644	0.1564668668
645	0.1563477289
646	0.1561872002
647	0.1560580195
648	0.1558724617
649	0.1556484196
650	0.1554120382
651	0.1553009448
652	0.1552255851
653	0.1551005305
654	0.1549757354
655	0.1547911508
656	0.1546362274
657	0.1544778006
658	0.1542814735
659	0.1540658393
660	0.153861221
661	0.1537491805
662	0.1537246964
663	0.1536510493
664	0.1535122411
665	0.1533647005
666	0.1531740305
667	0.1529103753
668	0.152762173
669	0.152622171
670	0.152500957
671	0.1523355756
672	0.1521500957
673	0.1519275458
674	0.151697042
675	0.1515448304
676	0.1514075662
677	0.1512662667
678	0.1511339201
679	0.1510344784
680	0.150912992
681	0.1505813339
682	0.1503553066
683	0.1501924424
684	0.1499830103
685	0.1498744082
686	0.1497207045
687	0.149636353
688	0.1492434651
689	0.1491049033
690	0.1489642396
691	0.1487353059
692	0.1486469969
693	0.1485552885
694	0.1484632168
695	0.1483710412
696	0.1482161048
697	0.1480156126
698	0.1479291073
699	0.1477909088
700	0.1476345711
701	0.1474501162
702	0.1472243614
703	0.1470646761
704	0.1469574234
705	0.1467805201
706	0.1466726835
707	0.146445216
708	0.1463120389
709	0.1460188781
710	0.1456943823
711	0.1455554313
712	0.1454445197
713	0.1453773343
714	0.1451590921
715	0.1449767521
716	0.1449080746
717	0.14476841
718	0.1445590817
719	0.1444981114
720	0.1443237253
721	0.1442154735
722	0.1441047305
723	0.1438912113
724	0.1437781587
725	0.1436698031
726	0.1435912515
727	0.1433562454
728	0.143247267
729	0.1430697279
730	0.1429407548
731	0.1427819518
732	0.1426922545
733	0.1425038682
734	0.1424222025
735	0.142293424
736	0.1421550829
737	0.1420064394
738	0.1418343109
739	0.1417345709
740	0.1415027177
741	0.1413585896
742	0.1411981648
743	0.1409474846
744	0.1408342374
745	0.1406964023
746	0.1404896301
747	0.1403556097
748	0.1401495123
749	0.1400510438
750	0.1399649536
751	0.139834683
752	0.139682134
753	0.1393994701
754	0.1392333491
755	0.1391647365
756	0.1389810212
757	0.1387195717
758	0.1385878349
759	0.1384668545
760	0.1383503894
761	0.1382246472
762	0.1380174079
763	0.1378396741
764	0.1376137766
765	0.1374427121
766	0.1373447756
767	0.1372407926
768	0.1371029186
769	0.1370347341
770	0.1369777861
771	0.1368263011
772	0.136684249
773	0.1365433777
774	0.1363680574
775	0.1362293788
776	0.1360254872
777	0.1359269278
778	0.1357865236
779	0.1356132144
780	0.1355514397
781	0.1354115934
782	0.13513181
783	0.1350025514
784	0.1348806887
785	0.1347446052
786	0.1345994132
787	0.1345664822
788	0.1344165283
789	0.1343499657
790	0.134180588
791	0.1340929797
792	0.1339835342
793	0.1337521741
794	0.1336768663
795	0.1335646182
796	0.1333760372
797	0.1331933469
798	0.1330082563
799	0.1328692793
800	0.1327268769
801	0.1325365443
802	0.1324326651
803	0.1322816343
804	0.1319732666
805	0.1318753301
806	0.1318235332
807	0.1317099876
808	0.1315134529
809	0.131425105
810	0.1312096784
811	0.1310632797
812	0.1309103674
813	0.1307994038
814	0.1306859101
815	0.1306184003
816	0.130462387
817	0.1303461036
818	0.1302655019
819	0.1300454561
820	0.1298520095
821	0.1296807373
822	0.1295694624
823	0.1295113077
824	0.1293374924
825	0.129175277
826	0.12910368
827	0.1289953894
828	0.1288655599
829	0.1287595788
830	0.128639338
831	0.12850716
832	0.1283641348
833	0.1281027113
834	0.128001492
835	0.1278962894
836	0.1277923714
837	0.127742443
838	0.127550164
839	0.1274294172
840	0.1271426142
841	0.1269840967
842	0.1269023662
843	0.1267535411
844	0.1265595105
845	0.1264221036
846	0.1262581494
847	0.1261605762
848	0.1259905757
849	0.125950197
850	0.1258665591
851	0.1257260121
852	0.1256297884
853	0.1255836746
854	0.1255039812
855	0.1253605019
856	0.1252477477
857	0.1251817042
858	0.1251402615
859	0.1249863242
860	0.1248648507
861	0.1247522004
862	0.1246387975
863	0.1244386945
864	0.1242806701
865	0.1241061671
866	0.1239861339
867	0.1239058177
868	0.1238525676
869	0.1236462366
870	0.1234841898
871	0.1234214679
872	0.1233192236
873	0.1232217542
874	0.1231152281
875	0.12299308
876	0.1228361065
877	0.1226972723
878	0.1225753706
879	0.1224290238
880	0.1223539625
881	0.122182859
882	0.1220709613
883	0.1218526412
884	0.1217610236
885	0.1216032456
886	0.1214691863
887	0.121364334
888	0.121307412
889	0.121205544
890	0.1210032483
891	0.1209574719
892	0.120834675
893	0.1207504013
894	0.1206828007
895	0.120576067
896	0.1204923253
897	0.1203865648
898	0.1203001113
899	0.1202249981
900	0.120110155
901	0.1200523636
902	0.1199676877
903	0.1198324995
904	0.1197108833
905	0.1195030991
906	0.1194282324
907	0.1193207851
908	0.1192666787
909	0.1191585048
910	0.119017335
911	0.1189091352
912	0.1188579222
913	0.1187185949
914	0.1185412764
915	0.1184324537
916	0.1182117722
917	0.1180665931
918	0.1178888853
919	0.1178071807
920	0.1177238931
921	0.1176791937
922	0.1176264756
923	0.1175127613
924	0.1174081556
925	0.1172829842
926	0.1172427742
927	0.117074694
928	0.1169988152
929	0.1168848803
930	0.1167898502
931	0.1166849071
932	0.1165981941
933	0.1164653415
934	0.1163890605
935	0.1162041904
936	0.1161231995
937	0.1160194112
938	0.1158713516
939	0.1157926183
940	0.1157147414
941	0.1156323751
942	0.1155741426
943	0.1154718594
944	0.1154327133
945	0.1153314811
946	0.1152111624
947	0.1150886639
948	0.1150689287
949	0.1149854336
950	0.114912617
951	0.1147042099
952	0.1145820358
953	0.114490535
954	0.1143877458
955	0.1142540497
956	0.1141125686
957	0.1139744869
958	0.1137906029
959	0.1136554536
960	0.1135059538
961	0.1133676516
962	0.1132473848
963	0.1131282858
964	0.1130230573
965	0.1129815368
966	0.1128599465
967	0.1127676153
968	0.1126415486
969	0.1126025972
970	0.1124840821
971	0.1124097214
972	0.1123670461
973	0.1122732487
974	0.1121838888
975	0.1120533457
976	0.1119362967
977	0.111818612
978	0.1117836959
979	0.11167499
980	0.1116325223
981	0.1115769756
982	0.1114824256
983	0.1113844112
984	0.1113064046
985	0.1112652344
986	0.1112357029
987	0.1110724235
988	0.1109861517
989	0.1108849195
990	0.1108171761
991	0.1107959877
992	0.1106510552
993	0.1105876196
994	0.1104511988
995	0.1103203702
996	0.1102399761
997	0.1101508757
998	0.1100955237
999	0.1099648768
